번호,회계구분,부서명,세부사업명,통계목,지급일자,사업개요,지출액
348,일반회계,복지정책과,보듬누리사업 활성화,행사운영비,2022-11-04,2022년 동대문구 희망복지위원회 워크숍 차량임차비용 지출,"           5,390,000"
349,일반회계,복지정책과,보듬누리사업 활성화,행사운영비,2022-11-04,2022년 희망복지위원회 워크숍 강사 강의료 지출,"           2,146,740"
350,일반회계,복지정책과,"위기가정통합지원센터
운영",기간제근로자등보수,2022-11-04,2022년 10월 소나무센터(위기가정통합지원센터) 상담원 인건비 지급,"             957,640"
351,일반회계,복지정책과,공영장례지원 사업,사무관리비,2022-11-04,무연고사망자 신문 공고료 지급(故 김송*),"             462,000"
352,일반회계,복지정책과,복지정보공유플랫폼 구축,사무관리비,2022-11-04,동대문구복지정보공유플랫폼 홍보영상 수어통역 소득세 및 지방소득세 지출,"              33,000"
353,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-11-03,"2022년 긴급복지지원 사업비 지급 - 생계비(이영* 외 3가구, 5명)","           2,728,200"
354,일반회계,복지정책과,자원봉사자 관리,행사실비지원금,2022-11-03,강사료 소득세 및 주민세 납부(10월 청소년 사이버 윤리교육 및 선플달기 캠페인),"              13,200"
355,일반회계,복지정책과,기본경비(복지정책과),국내여비,2022-11-03,2022년 10월 국내여비 지급,"             940,000"
356,일반회계,복지정책과,서울형 긴급복지 지원,사회보장적수혜금,2022-11-03,"서울형 긴급복지 사업비 지급 - 11.3.(주거지원, 이상길)","             350,000"
357,일반회계,복지정책과,서울형 긴급복지 지원,사회보장적수혜금,2022-11-03,"서울형 긴급복지지원  지급-11.3.(기타지원, 박경아)","             700,000"
358,일반회계,복지정책과,"위기가정통합지원센터
운영",기간제근로자등보수,2022-11-03,2022년 10월 위기가정통합지원센터 상담원 소득세 및 지방소득세 납부,"              92,400"
359,일반회계,복지정책과,복지정보공유플랫폼 구축,사무관리비,2022-11-03,동대문구복지정보공유플랫폼 홍보영상 수어통역비 지출,"             967,000"
360,일반회계,복지정책과,종합사회복지관 지원,감리비,2022-11-02,장안종합사회복지관 화재안전성능보강을 위한 외장재 교체공사 감리용역 시행-준공금,"           3,975,000"
361,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-11-02,"2022년 긴급복지지원 사업비 지급 - 생계비(김진_ 1가구, 1명)","             583,400"
362,일반회계,복지정책과,자원봉사자 관리,시책추진업무추진비,2022-11-02,자원봉사자 관리 시책추진업무추진비 지급,"             203,400"
363,일반회계,복지정책과,자원봉사자 관리,행사실비지원금,2022-11-02,청소년 사이버윤리교육 및 선플달기 캠페인 강사료 지급(10월),"             136,800"
364,일반회계,복지정책과,시군구 통합사례관리 지원,사회보장적수혜금,2022-11-02,2022년 구사례관리사업비 지급(강○희),"              38,760"
365,일반회계,복지정책과,보듬누리사업 활성화,행사운영비,2022-11-02,2022년 동대문구 희망복지위원회 워크숍 용역 계약-준공금,"          21,000,000"
366,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-11-01,"2022년 긴급복지지원 사업비 지급 - 생계비(이병* 외 3가구, 5명)","           2,728,200"
367,일반회계,복지정책과,기본경비(복지정책과),사무관리비,2022-11-01,2022년 10월 특근매식비 지급(3차),"           2,760,000"
368,일반회계,복지정책과,사회복무요원 복무관리(전환사업),사회복무요원보상금,2022-11-01,사회복무요원 제복 및 제화 구매('22년도 7차)-부분급,"             548,940"
369,일반회계,복지정책과,사회복무요원 복무관리(전환사업),사회복무요원보상금,2022-11-01,사회복무요원 제복 및 제화 구매('22년도 7차)-완납급,"              62,330"
370,일반회계,복지정책과,서울형 긴급복지 지원,사회보장적수혜금,2022-11-01,서울형 긴급복지지원 사업비 지급-생계비(정광호 외 3가구),"           1,600,000"
371,일반회계,복지정책과,기본경비(행정지원과),기관운영업무추진비,2022-10-31,기관운영 업무추진비 지급(부의금),"              50,000"
372,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-31,"2022년 긴급복지지원 사업비 지급 - 생계비(김남* 외 7가구, 9명)","           5,061,800"
373,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-31,2022년 긴급복지지원 사업비 지급 - 의료비(김만* 외 38명),"          81,334,000"
374,일반회계,복지정책과,자원봉사자 관리,기간제근로자등보수,2022-10-31,자원봉사센터 코디네이터 4대 보험료 납부(10월),"             836,560"
375,일반회계,복지정책과,자원봉사자 관리,기간제근로자등보수,2022-10-31,자원봉사센터 코디네이터 소득세 및 지방소득세 납부(10월),"              55,760"
376,일반회계,복지정책과,자원봉사자 관리,기간제근로자등보수,2022-10-31,자원봉사센터 코디네이터 임금 지급(10월),"           3,670,700"
377,일반회계,복지정책과,자원봉사센터 운영,기간제근로자등보수,2022-10-31,자원봉사센터 매니저 4대 보험료 납부(10월),"             447,660"
378,일반회계,복지정책과,자원봉사센터 운영,기간제근로자등보수,2022-10-31,자원봉사센터 매니저 소득세 및 지방소득세 납부(10월),"              33,820"
379,일반회계,복지정책과,자원봉사센터 운영,기간제근로자등보수,2022-10-31,자원봉사센터 매니저 임금 지급(10월),"           2,011,640"
380,일반회계,복지정책과,보듬누리사업 활성화,행사운영비,2022-10-31,2022년 희망복지위원회 워크숍 참석자 여행자보험 가입비 지출,"             296,480"
381,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-28,"2022년 긴급복지지원 사업비 지급 - 생계비(변신* 외 9가구, 13명)","           6,903,600"
382,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-28,"2022년 긴급복지지원 사업비 지급 - 주거비(김귀* 1가구, 1명)","             300,000"
383,일반회계,복지정책과,시군구 통합사례관리 지원,사회보장적수혜금,2022-10-28,2022년 구사례관리사업비 지급(이O현),"             184,600"
384,일반회계,복지정책과,보조금 집행잔액 반납(복지정책과),시ㆍ도비보조금반환금,2022-10-28,'21년 민관통합사례관리촉진사업비 집행잔액 및 발생이자 반납,"              20,000"
385,일반회계,복지정책과,서울형 긴급복지 지원,사회보장적수혜금,2022-10-28,서울형 긴급복지지원 사업비 지급-생계비(이서우 외 7가구),"           3,421,780"
386,일반회계,복지정책과,읍면동 찾아가는 보건복지통합서비스지원,사회보장적수혜금,2022-10-28,읍면동 찾아가는 보건복지통합서비스(동 단위 사례관리) 사업비 지급,"           1,494,830"
387,일반회계,복지정책과,코로나19 생활지원비 사업,사회보장적수혜금,2022-10-28,2022년 코로나-19 입원·격리자 생활지원비 지급(17차-내국인),"          89,715,400"
388,일반회계,복지정책과,코로나19 생활지원비 사업,사회보장적수혜금,2022-10-28,2022년 코로나-19 입원·격리자 생활지원비 지급(17차-외국인),"           1,650,000"
389,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-27,"2022년 긴급복지지원 사업비 지급 - 생계비(서혜* 외 4가구, 9명)","           4,264,500"
390,일반회계,복지정책과,기본경비(복지정책과),사무관리비,2022-10-27,2022년 10월 특근매식비 지급(2차),"             160,000"
391,일반회계,복지정책과,기본경비(복지정책과),사무관리비,2022-10-27,부서 사무용품(문구류) 구매비 지급,"             923,500"
392,일반회계,복지정책과,보조금 집행잔액 반납(복지정책과),국고보조금반환금,2022-10-27,2021년 시군구사례관리사업비 집행잔액 및 발생이자 반납(국시비),"             381,670"
393,일반회계,복지정책과,보조금 집행잔액 반납(복지정책과),국고보조금반환금,2022-10-27,2021년 읍면동찾아가는보건복지통합서비스  집행잔액 및 발생이자 반납(국.시비),"           2,026,950"
394,일반회계,복지정책과,보조금 집행잔액 반납(복지정책과),시ㆍ도비보조금반환금,2022-10-27,'21년 위기가정통합지원센터(소나무센터) 보조금 집행잔액 및 발생이자 반납,"           2,009,930"
395,일반회계,복지정책과,보조금 집행잔액 반납(복지정책과),시ㆍ도비보조금반환금,2022-10-27,2021년 보람일자리사업(위기가정통합지원센터) 집행 잔액 및 발생 이자 반납,"             152,230"
396,일반회계,복지정책과,보조금 집행잔액 반납(복지정책과),시ㆍ도비보조금반환금,2022-10-27,2021년 시군구사례관리사업비 집행잔액 및 발생이자 반납(국시비),"             763,340"
397,일반회계,복지정책과,보조금 집행잔액 반납(복지정책과),시ㆍ도비보조금반환금,2022-10-27,2021년 읍면동찾아가는보건복지통합서비스  집행잔액 및 발생이자 반납(국.시비),"           1,013,470"
398,일반회계,복지정책과,서울형 긴급복지 지원,사회보장적수혜금,2022-10-27,서울형 긴급복지지원 사업비 지급-생계비(강은희 외 4가구),"           1,896,190"
399,일반회계,복지정책과,보듬누리사업 활성화,시책추진업무추진비,2022-10-27,동희망복지위원회 워크숍 개최 관련 업무추진비 지급,"             241,480"
400,일반회계,복지정책과,민관 통합사례관리 촉진사업,행사운영비,2022-10-27,민관통합사례관리촉진사업 권역별  case conference 강사 소득세 및 지방소득세 납부,"              63,360"
401,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-26,"2022년 긴급복지지원 사업비 지급-생계비(소한*외 4가구, 7명)","           3,592,000"
402,일반회계,복지정책과,자원봉사 활동지원,시책추진업무추진비,2022-10-26,자원봉사활동 지원 시책추진업무추진비 지급,"             174,000"
403,일반회계,복지정책과,보조금 집행잔액 반납(복지정책과),국고보조금반환금,2022-10-26,2021년도 한시생계지원(이자분) 집행잔액 반납(국고보조금),"             521,020"
404,일반회계,복지정책과,보조금 집행잔액 반납(복지정책과),시ㆍ도비보조금반환금,2022-10-26,2021년도 찾동 방문인력 예방접종비 지원 집행잔액 반납(시비보조금),"           4,840,500"
405,일반회계,복지정책과,민관 통합사례관리 촉진사업,행사운영비,2022-10-26,2022년 민·관 통합사례관리 촉진사업 우동사발 권역별 case conference 강사비 지급,"             656,640"
406,일반회계,복지정책과,주민생활지원 직무역량 강화,시책추진업무추진비,2022-10-25,찾동 시책추진업무추진비 지급,"             100,000"
407,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-25,"2022년 긴급복지지원 사업비 지급 - 생계비(김기*외1가구, 3명)","           1,561,400"
408,일반회계,복지정책과,국가보훈대상자 및 보훈단체 지원,사무관리비,2022-10-25,2022년 10월 보훈단체 사무실 임차료 지급,"           2,000,000"
409,일반회계,복지정책과,국가보훈대상자 및 보훈단체 지원,사회보장적수혜금,2022-10-25,2022년 10월 국가보훈대상자 보훈예우수당 지급,"          89,850,000"
410,일반회계,복지정책과,국가보훈대상자 및 보훈단체 지원,사회보장적수혜금,2022-10-25,2022년 10월 국가보훈대상자 사망위로금 지급,"           1,800,000"
411,일반회계,복지정책과,읍면동 찾아가는 보건복지통합서비스지원,공공운영비,2022-10-25,2022년 9월분 찾동 스마트워치 및 응급호출기 이용료 지출,"             778,800"
412,일반회계,복지정책과,"위기가정통합지원센터
운영",공공운영비,2022-10-25,위기가정통합지원센터 현장방문 전기차 충전요금 지급,"              12,570"
413,일반회계,복지정책과,"위기가정통합지원센터
운영",시책추진업무추진비,2022-10-25,위기가정통합지원센터 시책추진업무추진비 지급,"              75,000"
414,일반회계,복지정책과,종합사회복지관 지원,사회복지시설법정운영비보조,2022-10-24,2022년 4/4분기 종합사회복지관 운영보조금 지급,"         500,800,000"
415,일반회계,복지정책과,민관협력체계 구축지원,시책추진업무추진비,2022-10-24,지역사회보장협의체 업무추진비 지급,"              21,800"
416,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-24,"2022년 긴급복지지원 사업비 지급 - 생계비(황성* 외 3가구, 7명)","           3,403,200"
417,일반회계,복지정책과,자원봉사 프로그램 운영,행사운영비,2022-10-24,2022년 자원봉사 전문교육 현수막 제작 구매지 지급,"             396,000"
418,일반회계,복지정책과,명예사회복지공무원 운영,시책추진업무추진비,2022-10-24,명예사회복지공무원 사업 시책추진 업무추진비 지급,"              66,000"
419,일반회계,복지정책과,주민생활지원 직무역량 강화,시책추진업무추진비,2022-10-21,복지국·복지정책과·복지정책 시책추진업무추진비 지급(2022. 10월)-1차,"             399,000"
420,일반회계,복지정책과,민관협력체계 구축지원,사무관리비,2022-10-21,2022년 제3회 지역사회보장협의체(실무) 회의 수당 지급,"             630,000"
421,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-21,"2022년 긴급복지지원 사업비 지급 - 생계비(강준* 외 10가구, 13명)","           7,092,400"
422,일반회계,복지정책과,기본경비(복지정책과),사무관리비,2022-10-21,사무실 소모용품(각티슈 등)구매비 지급,"             195,400"
423,일반회계,복지정책과,기본경비(복지정책과),부서운영업무추진비,2022-10-21,부서운영 업무추진비 지급(2022. 10월) -1차,"             272,260"
424,일반회계,복지정책과,사회복무요원 복무관리(전환사업),사회복무요원보상금,2022-10-21,사회복무요원 제복 및 제화 구매('22년도 6차)-완납급,"              62,330"
425,일반회계,복지정책과,읍면동 찾아가는 보건복지통합서비스지원,사회보장적수혜금,2022-10-21,읍면동 찾아가는 보건복지통합서비스(동 단위 사례관리) 사업비 지급,"             890,000"
426,일반회계,복지정책과,"위기가정통합지원센터
운영",공공운영비,2022-10-21,위기가정통합지원센터 업무전용 이동통신(휴대폰)요금 납부,"              49,500"
427,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-20,"2022년 긴급복지지원 사업비 지급 - 생계비(최진* 외 6가구, 9명)","           4,758,800"
428,일반회계,복지정책과,자원봉사 프로그램 운영,행사운영비,2022-10-20,퇴직예정 공무원과 함께하는 사랑나눔 빵봉사 재료비 지급,"             600,000"
429,일반회계,복지정책과,"위기가정통합지원센터
운영",시책추진업무추진비,2022-10-20,위기가정통합지원센터 시책추진업무추진비 지급,"              66,000"
430,일반회계,복지정책과,돌봄SOS센터 사업,시책추진업무추진비,2022-10-20,돌봄SOS센터 사업 시책추진업무추진비 지급,"             170,000"
431,일반회계,복지정책과,민관협력체계 구축지원,사회복지시설법정운영비보조,2022-10-19,동대문구사회복지협의회 4분기 보조금 교부,"          33,966,000"
432,일반회계,복지정책과,보훈회관 운영,시설비,2022-10-19,보훈회관 보일러 세관 및 부대정비공사-준공금,"           9,500,000"
433,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-19,"2022년 긴급복지지원 사업비 지급 - 생계비(이용* 외 9가구, 10명)","           5,834,000"
434,일반회계,복지정책과,서울형 긴급복지 지원,사회보장적수혜금,2022-10-19,서울형 긴급복지지원 사업비 지급-생계비(김종순 외 5가구),"           2,000,000"
435,일반회계,복지정책과,보훈회관 운영,민간위탁금,2022-10-18,2022년 4/4분기 동대문구 보훈회관 운영보조금 교부,"          60,819,000"
436,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-18,"2022년 긴급복지지원 사업비 지급 - 생계비(조성* 외 4가구, 6명)","           3,311,600"
437,일반회계,복지정책과,자원봉사센터 운영,공공운영비,2022-10-18,자원봉사센터 팩스 요금 납부(2022년 9월분),"               6,090"
438,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-17,"2022년 긴급복지지원 사업비 지급 - 생계비(성종* 외 2가구, 5명)","           2,425,200"
439,일반회계,복지정책과,자원봉사자 관리,행사실비지원금,2022-10-17,퇴직예정 공무원과 함께하는 사랑나눔 빵봉사 강사료 소득세 및 주민세 납부,"              35,200"
440,일반회계,복지정책과,자원봉사자 관리,행사실비지원금,2022-10-17,퇴직예정 공무원과 함께하는 사랑나눔 빵봉사 강사료 지급,"             364,800"
441,일반회계,복지정책과,기본경비(복지정책과),사무관리비,2022-10-17,2022년 10월 특근매식비 지급(1차),"              24,000"
442,일반회계,복지정책과,자원봉사 프로그램 운영,행사운영비,2022-10-17,동대문구 줍깅활동 소요물품 구입비 지급,"             488,220"
443,일반회계,복지정책과,명예사회복지공무원 운영,시책추진업무추진비,2022-10-17,명예사회복지공무원사업 시책추진업무추진비,"              56,000"
444,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-14,"2022년 긴급복지지원 사업비 지급 - 생계비(라종* 외 13가구, 23명)","          11,143,000"
445,일반회계,복지정책과,시군구 통합사례관리 지원,사회보장적수혜금,2022-10-14,2022년 구사례관리사업비 지급(이O현),"             315,580"
446,일반회계,복지정책과,읍면동 찾아가는 보건복지통합서비스지원,사회보장적수혜금,2022-10-14,읍면동 찾아가는 보건복지통합서비스(동 단위 사례관리) 사업비 지급,"           1,610,740"
447,일반회계,복지정책과,돌봄SOS센터 사업,사회보장적수혜금,2022-10-14,"2022년 9월 『돌봄SOS센터』 서비스 제공금액 지급(식사지원, 주거편의)","           8,407,650"
448,일반회계,복지정책과,돌봄SOS센터 사업,사회보장적수혜금,2022-10-14,"2022년 9월 『돌봄SOS센터』서비스 제공금액 지급(일시재가, 단기시설, 동행지원)","          52,760,950"
449,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-13,"2022년 긴급복지지원 사업비 지급 - 생계비(전은* 외 5가구, 12명)","           5,525,400"
450,일반회계,복지정책과,서울형 긴급복지 지원,사회보장적수혜금,2022-10-13,서울형 긴급복지지원 사업비 지급 - 생계비(김종희 외 8가구),"           3,437,020"
451,일반회계,복지정책과,고독사 예방사업 추진,사무관리비,2022-10-13,2022년 9월 1인가구 안부살핌서비스 이용요금 납부,"              96,800"
452,일반회계,복지정책과,돌봄SOS센터 사업,시책추진업무추진비,2022-10-13,돌봄SOS센터 사업 시책추진업무추진비 지급,"             300,500"
453,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-12,"2022년 긴급복지지원 사업비 지급-생계비(김은*외 4가구, 7명)","           3,706,200"
454,일반회계,복지정책과,우리동네 돌봄단 사업 지원,기타보상금,2022-10-12,2022년 9월 우리동네돌봄단 참여자 소득세 및 주민세 납부,"             658,240"
455,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-11,"2022년 긴급복지지원 사업비 지급 - 생계비(박인* 외 4가구, 8명)","           3,592,000"
456,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-11,"2022년 긴급복지지원 사업비 지급 - 생계비(박현* 외 2가구, 3명)","           1,750,200"
457,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-11,"2022년 긴급복지지원 사업비 지급 - 연료비(주향* 1가구, 1명)","             106,700"
458,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-11,"2022년 긴급복지지원 사업비 지급 - 주거비(김성* 1가구, 1명)","             320,000"
459,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-11,"2022년 긴급복지지원 사업비 지급 - 주거비(박현* 1가구, 1명)","             300,000"
460,일반회계,복지정책과,자원봉사자 관리,시책추진업무추진비,2022-10-11,자원봉사자 관리 시책추진업무추진비 지급,"             222,000"
461,일반회계,복지정책과,자원봉사자 관리,행사실비지원금,2022-10-11,독거어르신 건강검진 및 사랑의 점심 행사 자원봉사자 활동실비 지급,"              20,000"
462,일반회계,복지정책과,"위기가정통합지원센터
운영",시책추진업무추진비,2022-10-11,위기가정통합지원센터 시책추진업무추진비 지급,"              46,000"
463,일반회계,복지정책과,민관협력체계 구축지원,민간단체법정운영비보조,2022-10-07,2022년 4분기 동대문구지역사회보장협의체 보조금 교부,"           9,605,000"
464,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-07,"2022년 긴급복지지원 사업비 지급 - 생계비(정다* 외 12가구, 17명)","           8,931,700"
465,일반회계,복지정책과,사회복무요원 복무관리(전환사업),사회복무요원보상금,2022-10-07,2022년 9월분 사회복무요원 보수 지급,"          72,268,370"
466,일반회계,복지정책과,읍면동 찾아가는 보건복지통합서비스지원,사회보장적수혜금,2022-10-07,읍면동 찾아가는 보건복지통합서비스(동 단위 사례관리) 사업비 지급,"           4,970,510"
467,일반회계,복지정책과,코로나19 생활지원비 사업,사회보장적수혜금,2022-10-07,2022년 코로나-19 입원·격리자 생활지원비 지급(16차-내국인),"          91,999,000"
468,일반회계,복지정책과,코로나19 생활지원비 사업,사회보장적수혜금,2022-10-07,2022년 코로나-19 입원·격리자 생활지원비 지급(16차-외국인),"           2,350,000"
469,일반회계,복지정책과,우리동네 돌봄단 사업 지원,기타보상금,2022-10-07,2022년 9월 우리동네돌봄단 활동비 지급,"           6,821,760"
470,일반회계,복지정책과,서울형 긴급복지 지원,사회보장적수혜금,2022-10-06,서울형 긴급복지지원 사업비 지급 - 의료비(김치현 외 36명),"          25,599,230"
471,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-05,"2022년 긴급복지지원 사업비 지급 - 생계비(김애* 외 7가구, 8명)","           4,667,200"
472,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-05,"2022년 긴급복지지원 사업비 지급 - 생계비(조복* 외 1가구, 3명)","           1,561,400"
473,일반회계,복지정책과,자원봉사자 관리,시책추진업무추진비,2022-10-05,자원봉사자 관리 관련 업무추진비 지급,"             159,000"
474,일반회계,복지정책과,기본경비(복지정책과),사무관리비,2022-10-05,부서 사무용품(문구류) 구매비 지급,"             953,000"
475,일반회계,복지정책과,기본경비(복지정책과),사무관리비,2022-10-05,사무용품 구입비용(토너 등)지급,"           2,962,740"
476,일반회계,복지정책과,기본경비(복지정책과),국내여비,2022-10-05,2022년 9월 국내여비 지급,"             910,000"
477,일반회계,복지정책과,사회복무요원 복무관리(전환사업),사회복무요원보상금,2022-10-05,사회복무요원 제복 및 제화 구매('22년도 6차)-부분급,"             548,940"
478,일반회계,복지정책과,서울형 긴급복지 지원,사회보장적수혜금,2022-10-05,서울형 긴급복지지원 사업비 지급-생계비(권성희 외 6가구),"           2,836,730"
479,일반회계,복지정책과,보듬누리사업 활성화,시책추진업무추진비,2022-10-05,보듬누리사업 활성화 업무추진비 지급,"              48,000"
480,일반회계,복지정책과,"위기가정통합지원센터
운영",기간제근로자등보수,2022-10-05,2022년 9월 소나무센터(위기가정통합지원센터) 상담원 인건비 지급,"             957,640"
481,일반회계,복지정책과,"위기가정통합지원센터
운영",기간제근로자등보수,2022-10-05,2022년 9월 위기가정통합지원센터 상담원 소득세 및 지방소득세 납부,"              92,400"
482,일반회계,복지정책과,"위기가정통합지원센터
운영",시책추진업무추진비,2022-10-05,위기가정통합지원센터 시책추진업무추진비 지급,"              35,000"
483,일반회계,복지정책과,주민생활지원 직무역량 강화,시책추진업무추진비,2022-10-04,복지국·복지정책과 시책추진업무추진비 지급(2022. 9월) -2차,"             282,500"
484,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-10-04,"2022년 긴급복지지원 사업비 지급 - 생계비(김민* 외 3가구, 6명)","           3,122,800"
485,일반회계,복지정책과,기본경비(복지정책과),사무관리비,2022-10-04,2022년 9월 특근매식비 지급,"           3,080,000"
486,일반회계,복지정책과,기본경비(복지정책과),부서운영업무추진비,2022-10-04,부서운영 업무추진비 지급(2022. 9월) -2차,"             323,400"
487,일반회계,복지정책과,기본경비(행정지원과),기관운영업무추진비,2022-09-30,기관운영 업무추진비 지급(축의금),"              50,000"
488,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-09-30,"2022년 긴급복지지원 사업비 지급 - 생계비(김지* 1가구, 1명)","             583,400"
489,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-09-30,"2022년 긴급복지지원 사업비 지급 - 생계비(서인* 외 18가구, 23명)","          12,548,800"
490,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-09-30,"2022년 긴급복지지원 사업비 지급 - 주거비(정귀* 1가구, 1명)","             270,000"
491,일반회계,복지정책과,기본경비(복지정책과),사무관리비,2022-09-30,사무실 소모용품(화분)구입비 지급,"             200,000"
492,일반회계,복지정책과,읍면동 찾아가는 보건복지통합서비스지원,사회보장적수혜금,2022-09-30,읍면동 찾아가는 보건복지통합서비스(동 단위 사례관리) 사업비 지급,"             175,550"
493,일반회계,복지정책과,읍면동 찾아가는 보건복지통합서비스지원,사회보장적수혜금,2022-09-30,읍면동 찾아가는 보건복지통합서비스(동 단위 사례관리) 사업비 지급,"             399,000"
494,일반회계,복지정책과,보듬누리사업 활성화,시책추진업무추진비,2022-09-30,보듬누리사업 활성화 업무추진비 지급,"              44,000"
495,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-09-29,"2022년 긴급복지지원 사업비 지급 - 생계비(김기* 외 2가구, 8명)","           1,750,200"
496,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-09-29,2022년 긴급복지지원 사업비 지급 - 의료비(강* 외 58명),"         117,754,320"
497,일반회계,복지정책과,자원봉사자 관리,기간제근로자등보수,2022-09-29,자원봉사센터 코디네이터 임금 등 지급(9월),"           3,670,700"
498,일반회계,복지정책과,자원봉사자 관리,기간제근로자등보수,2022-09-29,자원봉사센터 코디네이터 임금 등 지급(9월),"              55,760"
499,일반회계,복지정책과,자원봉사자 관리,기간제근로자등보수,2022-09-29,자원봉사센터 코디네이터 임금 등 지급(9월),"             836,560"
500,일반회계,복지정책과,자원봉사센터 운영,기간제근로자등보수,2022-09-29,자원봉사센터 매니저 임금 등 지급(9월),"           2,011,640"
501,일반회계,복지정책과,자원봉사센터 운영,기간제근로자등보수,2022-09-29,자원봉사센터 매니저 임금 등 지급(9월),"              33,820"
502,일반회계,복지정책과,자원봉사센터 운영,기간제근로자등보수,2022-09-29,자원봉사센터 매니저 임금 등 지급(9월),"             447,660"
503,일반회계,복지정책과,명예사회복지공무원 운영,시책추진업무추진비,2022-09-29,명예사회복지공무원 시책추진업무추진비 지급,"              35,000"
504,일반회계,복지정책과,공영장례지원 사업,사회보장적수혜금,2022-09-29,무연고사망자 안치료 지급(故 김송*),"             390,000"
505,일반회계,복지정책과,공영장례지원 사업,사회보장적수혜금,2022-09-29,무연고사망자 안치료 지급(故 유충*),"             450,000"
506,일반회계,복지정책과,서울형 긴급복지 지원,사회보장적수혜금,2022-09-28,서울형 긴급복지지원 사업비 지급-생계비(이기례 외 4가구),"           2,100,000"
507,일반회계,복지정책과,우리동네 돌봄단 사업 지원,기타보상금,2022-09-28,2022년 8월 우리동네돌봄단 참여자 소득세 및 주민세 납부,"             658,240"
508,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-09-27,"2022년 긴급복지지원 사업비 지급 - 생계비(부금* 외 2가구, 8명)","           3,378,100"
509,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-09-27,"2022년 긴급복지지원 사업비 지급 - 주거비(부금* 1가구, 1명)","             330,000"
510,일반회계,복지정책과,"위기가정통합지원센터
운영",공공운영비,2022-09-27,위기가정통합지원센터 현장방문 전기차 충전요금 지급,"               8,750"
511,일반회계,복지정책과,주민생활지원 직무역량 강화,시책추진업무추진비,2022-09-26,찾동 시책추진업무추진비 지급,"              43,380"
512,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-09-26,"2022년 긴급복지지원 사업비 지급 - 생계비(하재* 외 4가구, 6명)","           3,311,600"
513,일반회계,복지정책과,긴급복지 지원,사회보장적수혜금,2022-09-26,"2022년 긴급복지지원 사업비 지급 - 주거비(김동* 1가구, 1명)","             280,000"
514,일반회계,복지정책과,푸드뱅크 및 푸드마켓 지원,사회복지시설법정운영비보조,2022-09-26,2022년 4/4분기 동대문푸드뱅크마켓 운영보조금 지급,"          43,398,000"
515,일반회계,복지정책과,"위기가정통합지원센터
운영",기간제근로자등보수,2022-09-26,2022년 6월 위기가정통합지원센터 상담원 소득세 및 지방소득세 납부,"              92,400"
516,일반회계,복지정책과,기본경비(행정지원과),기관운영업무추진비,2022-09-23,기관운영업무추진비 지급(2022. 9월),"             448,700"
517,일반회계,복지정책과,주민생활지원 직무역량 강화,시책추진업무추진비,2022-09-23,복지국·복지정책과·복지정책 시책추진업무추진비 지급(2022. 9월) -1차,"             311,300"
518,일반회계,복지정책과,민관협력체계 구축지원,사무관리비,2022-09-23,사회복지의 날 기념 표창장 제작비 지급,"              33,000"
