번호,회계구분,부서명,세부사업명,통계목,지급일자,사업개요,지출액
815,일반회계,가족정책과,아동권리 모니터단 운영,행사실비지원금,2022-07-26,아동권리 모니터단 운영 관련 행사실비지원금 지급,"             124,710"
816,일반회계,가족정책과,기관공통경비의 효율적 지원,시책추진업무추진비,2022-07-22,1인가구 지원사업 추진 관련 업무추진비 지급,"              17,500"
817,일반회계,가족정책과,아이돌봄지원사업 운영,민간위탁금,2022-07-22,2022년 3분기 아이돌봄지원사업 예탁금 지급,"         220,000,000"
818,일반회계,가족정책과,아이돌봄지원사업 운영,민간위탁금,2022-07-22,2022년 3분기 아이돌봄지원사업 운영비 지급(e-나라도움),"         450,000,000"
819,일반회계,가족정책과,아이돌봄지원사업 운영,민간위탁금,2022-07-22,2022년 3분기 아이돌봄지원사업 종사자수당 지급,"           3,240,000"
820,일반회계,가족정책과,아동건전육성,사무관리비,2022-07-22,제37회 은평구 어린이 글짓기 그리기 대회 상장 및 상패 제작비 지급,"           2,996,300"
821,일반회계,가족정책과,아동건전육성,사무관리비,2022-07-22,제37회 은평구 어린이 글짓기 그리기 대회 상패 배송비용 지출,"              72,000"
822,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 설치,시설비,2022-07-22,은평12호점 우리동네키움센터 수도계량기 분리 설치비 지급,"             151,730"
823,일반회계,가족정책과,아동학대조사 추진,시책추진업무추진비,2022-07-22,2022. 7월 아동학대대응정보연계협의체 회의 비용 지급,"              10,800"
824,일반회계,가족정책과,보호대상아동 지원,공공운영비,2022-07-22,2022. 7월 은평자준청 관리비(6월분) 지급,"             106,100"
825,일반회계,가족정책과,보호대상아동 지원,공공운영비,2022-07-22,2022. 7월 은평자준청 무인경비시스템비 지급,"              77,000"
826,일반회계,가족정책과,보호대상아동 지원,공공운영비,2022-07-22,2022. 7월 은평자준청 인터넷사용료(6월분) 지급,"              28,850"
827,일반회계,가족정책과,보호대상아동 지원,사회보장적수혜금,2022-07-22,2022.자립준비(예정)청년 자격증 취득지원비 지급,"             590,000"
828,일반회계,가족정책과,아이돌봄지원사업 시비지원,민간위탁금,2022-07-22,2022년 3분기 아이돌봄지원사업 시비지원금 지급,"          32,495,000"
829,일반회계,가족정책과,동물보호사업 추진,사무관리비,2022-07-21,동물보호 관련 동물등록증 카드 구입비 지급,"             990,000"
830,일반회계,가족정책과,다문화가족 지원,시책추진업무추진비,2022-07-21,다문화가족 지원 사업 관련 다과류 구입비 지급,"              36,000"
831,일반회계,가족정책과,아동학대조사 추진,공공운영비,2022-07-21,2022. 7월 아동학대조사 업무용 이동전화 사용료(6월분) 지급,"             174,460"
832,일반회계,가족정책과,아동학대조사 추진,공공운영비,2022-07-21,아동보호팀 차량 유류비 지급,"              59,940"
833,일반회계,가족정책과,아동학대조사 추진,시책추진업무추진비,2022-07-21,아동학대 조사대상자 면담 소요비용 지급,"              15,200"
834,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-07-21,보호대상아동 면담 소요비용 지급,"              15,000"
835,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-07-21,보호대상아동 면담관련 다과비 지급,"              11,100"
836,일반회계,가족정책과,출산지원 사업 추진,사회보장적수혜금,2022-07-20,2022년 6월분 출산축하금 지급,"             300,000"
837,일반회계,가족정책과,1인가구지원센터 운영,민간위탁금,2022-07-20,2022년 3분기 1인가구지원센터 보조금 교부,"          10,000,000"
838,일반회계,가족정책과,가족 역량강화 지원사업,민간위탁금,2022-07-20,2022년 3분기 가족역량강화 지원사업 보조금 교부,"          35,591,000"
839,일반회계,가족정책과,가족학교 운영지원,사회복지시설법정운영비보조,2022-07-20,2022년 3분기 가족학교 지원사업 보조금 교부,"          13,760,000"
840,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 운영,민간위탁금,2022-07-19,2022. 3분기 우리동네키움센터 보조금(인건비)지급,"         353,671,020"
841,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 운영 지원,민간위탁금,2022-07-19,2022. 3분기 은평8호점(융합형) 우리동네키움센터 보조금(급식비) 지급,"          20,020,000"
842,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 설치,시설비,2022-07-19,은평11호점 우리동네키움센터 리모델링 건축공사 시행,"          87,325,700"
843,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 설치,시설비,2022-07-18,은평12호점 우리동네키움센터 리모델링 관련 석면 해체 및 제거 공사 시행,"           3,663,000"
844,일반회계,가족정책과,아동학대조사 추진,사무관리비,2022-07-18,2022. 6월 아동학대긴급전화 운영관련 당직수당 지급,"           1,800,000"
845,일반회계,가족정책과,아동학대조사 추진,사무관리비,2022-07-18,아동보호팀 공용차량 임차조달(2022년),"             465,000"
846,일반회계,가족정책과,보호대상아동 지원,사무관리비,2022-07-18,은평자준청 소화기 조달구매,"              47,140"
847,일반회계,가족정책과,보호대상아동 지원,사회보장적수혜금,2022-07-18,보호대상아동 심리검사비 지급,"             940,000"
848,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,사무관리비,2022-07-18,동물보호 업무용 행정차량 임차(조달구매),"             471,780"
849,일반회계,가족정책과,동물보호사업 추진,사무관리비,2022-07-15,유기동물 임시보호소 관리물품 구매비용 지급,"              30,960"
850,일반회계,가족정책과,기본경비,사무관리비,2022-07-15,부서 사무용품 구입비 지급,"           2,020,000"
851,일반회계,가족정책과,공동육아나눔터 운영,민간위탁금,2022-07-15,2022년 3분기 공동육아나눔터 운영 보조금 지급,"          43,876,000"
852,일반회계,가족정책과,보호대상아동 지원,공공운영비,2022-07-15,'22.7월 아동보호조치 업무용 이동전화 사용료(6월분) 지급,"             528,000"
853,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-07-15,보호대상아동 면담 소요비용 지급,"              99,600"
854,일반회계,가족정책과,성숙한 반려문화 조성,시책추진업무추진비,2022-07-15,성숙한 반려문화 조성사업 관련 간담회비 지급,"             132,000"
855,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,공공운영비,2022-07-15,반려동물팀 차량 유류비 지급,"             255,880"
856,일반회계,가족정책과,출산지원 사업 추진,사무관리비,2022-07-14,서울시 임산부 교통비 지원사업 배너 제작 구매비 지급,"           1,496,000"
857,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-07-14,보호대상아동 양육상황 점검 시 다과비 지급,"              22,000"
858,일반회계,가족정책과,성숙한 반려문화 조성,시책추진업무추진비,2022-07-14,성숙한 반려문화 조성사업 관련 간담회비 지급,"              36,000"
859,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,공공운영비,2022-07-14,2022년 7월 동물보호 업무용 이동전화 사용료(6월분) 지급,"              77,750"
860,일반회계,가족정책과,기관공통경비의 효율적 지원,시책추진업무추진비,2022-07-13,1인가구지원센터 업무 협의 관련 다과비 지급,"              44,000"
861,일반회계,가족정책과,기본경비,사무관리비,2022-07-13,부서 명함 제작비용 지급,"             220,000"
862,일반회계,가족정책과,한부모가족복지시설 아이돌봄지원사업,사회복지시설법정운영비보조,2022-07-13,2022년 3분기 한부모가족복지시설 아이돌봄지원사업 보조금 지급,"          11,790,000"
863,일반회계,가족정책과,기본경비,부서운영업무추진비,2022-07-12,직원 격려 업무추진비 지급,"              53,000"
864,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 설치,시설비,2022-07-12,은평6호점 우리동네키움센터 환경개선 공사비용 지출,"           1,716,000"
865,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-07-12,보호대상아동 식비 지급,"              36,000"
866,일반회계,가족정책과,기본경비,사무관리비,2022-07-11,2022. 6월 아동보호팀 급량비 지급,"           1,584,000"
867,일반회계,가족정책과,기본경비,사무관리비,2022-07-11,2022. 6월분 가족정책팀 급량비 지급,"             344,000"
868,일반회계,가족정책과,기본경비,부서운영업무추진비,2022-07-11,현안업무 추진 직원격려 간담회비 지급,"              42,500"
869,일반회계,가족정책과,여성친화도시 조성,행사운영비,2022-07-11,2022. 5~6월 여성친화도시 주민리더단 역량강화 교육비 지급,"             900,000"
870,일반회계,가족정책과,주민대상 폭력예방 교육운영,행사운영비,2022-07-11,2022. 은평구 주민대상 폭력예방교육(5~6월) 수료증 제작비 지급,"              56,000"
871,일반회계,가족정책과,주민대상 폭력예방 교육운영,행사운영비,2022-07-11,2022. 주민대상 폭력예방교육 운영 문구용품 구입비 지급,"             300,000"
872,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 운영 지원,사무관리비,2022-07-11,2022년 6월분 우리동네키움센터(은평10호점) 전기요금 납부,"              15,770"
873,일반회계,가족정책과,동물보호사업 추진,기타보상금,2022-07-08,2022년 6월분 공수의 업무수당 지급,"             315,000"
874,일반회계,가족정책과,동물보호사업 추진,민간위탁금,2022-07-08,2022년 6월 유기동물 보호관리 민간위탁비용 지급,"           4,462,000"
875,일반회계,가족정책과,기본경비,부서운영업무추진비,2022-07-08,직원 격려 업무추진비 지급,"              77,000"
876,일반회계,가족정책과,결식아동급식지원,사회보장적수혜금,2022-07-08,2022년 6월 결식아동급식 도시락배달비 지급,"           3,423,000"
877,일반회계,가족정책과,임산부 및 영유아가정 아이맘택시 추진,민간위탁금,2022-07-08,2022년 아이맘택시 사업추진 용역,"          26,856,000"
878,일반회계,가족정책과,임산부 및 영유아가정 아이맘택시 추진,민간위탁금,2022-07-08,아이맘택시 6월 택시운행서비스 정산금 지급,"           8,058,000"
879,일반회계,가족정책과,아동학대조사 추진,공공운영비,2022-07-08,아동학대 조사 업무용 차량 충전비 지급,"               7,140"
880,일반회계,가족정책과,아동학대조사 추진,시책추진업무추진비,2022-07-08,아동학대 조사대상자 면담 소요비용 지급,"              14,500"
881,일반회계,가족정책과,기본경비,사무관리비,2022-07-07,2022. 6월 반려동물팀 급량비 지급,"             368,000"
882,일반회계,가족정책과,기본경비,사무관리비,2022-07-07,2022. 6월분 아동친화팀 급량비 지급,"             528,000"
883,일반회계,가족정책과,기본경비,사무관리비,2022-07-07,부서 운영 사무용품 구입비용 지급,"             300,000"
884,일반회계,가족정책과,여성친화도시 조성,행사운영비,2022-07-07,2022. 성평등마을지기 양성과정 강사수당 및 원고료 지급,"             616,000"
885,일반회계,가족정책과,여성친화도시 조성,행사실비지원금,2022-07-07,2022. 7월 이말산 테마길 해설사 강사수당 지급,"             110,000"
886,일반회계,가족정책과,여성친화도시 조성,행사실비지원금,2022-07-07,2022. 인권활동가&성평등마을지기 양성과정 통합워크숍 다과비 지급,"             164,000"
887,일반회계,가족정책과,아동학대조사 추진,시책추진업무추진비,2022-07-07,아동학대 조사대상자 면담 소요비용 지급,"              21,400"
888,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-07-07,보호대상아동 양육상황점검 물품구입비,"              33,000"
889,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,공공운영비,2022-07-07,반려동물팀 차량 유류비 지급,"              69,060"
890,일반회계,가족정책과,여성안전지원사업,기간제근로자등보수,2022-07-06,2022년 6월 안심이(CCTV 야간관제) 기간제근로자 급여 및 보험료 지출,"           4,894,230"
891,일반회계,가족정책과,임산부 및 영유아가정 아이맘택시 추진,사무관리비,2022-07-06,2022년 아이맘택시 모바일어플리케이션 활용용역,"          10,500,000"
892,일반회계,가족정책과,보호대상아동 지원,사회보장적수혜금,2022-07-06,2022. 자립준비(예정)청년 자격증 취득지원비 지급,"             983,000"
893,일반회계,가족정책과,보호대상아동 지원,사회보장적수혜금,2022-07-06,보호대상아동 심리검사비 지급,"             300,000"
894,일반회계,가족정책과,보호대상아동 지원,사회보장적수혜금,2022-07-06,보호대상아동 심리검사비 지급,"             300,000"
895,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,기간제근로자등보수,2022-07-06,2022년 6월 동물보호 현장출동반 기간제근로자 급여 및 보험료 지급,"           4,956,860"
896,일반회계,가족정책과,경계선아동 자립지원사업,사회복지시설법정운영비보조,2022-07-06,2022. 경계선지능아동 자립지원사업 보조금 교부(2차),"           3,370,000"
897,일반회계,가족정책과,양성평등 및 성인지력향상 교육 운영,사무관리비,2022-07-05,2022년 7~8월 한국양성평등교육진흥원 성인지정책교육 교육비 지급,"           2,070,000"
898,일반회계,가족정책과,기본경비,국내여비,2022-07-05,"2022년 6월분 아동복지교사 인건비(국,시비 재배정 및 구비) 지급","             170,000"
899,일반회계,가족정책과,기본경비,국내여비,2022-07-05,2022년 6월분 직원 국내여비 지급,"           1,970,000"
900,일반회계,가족정책과,기본경비,부서운영업무추진비,2022-07-05,직원 간담회비 지급,"             175,000"
901,일반회계,가족정책과,여성친화도시 조성,사무관리비,2022-07-05,2022년 은평구 여성친화도시 관리자 교육 교육비 지출,"           2,745,000"
902,일반회계,가족정책과,주민대상 폭력예방 교육운영,행사운영비,2022-07-05,2022. 은평구 주민대상 폭력예방교육(6월) 강사료 지급,"           1,200,000"
903,일반회계,가족정책과,아동권리 아카데미 운영,행사실비지원금,2022-07-05,아동권리 강사양성 아카데미 운영 관련 행사실비지원금 지급,"              30,000"
904,일반회계,가족정책과,인력운영비,공무직(무기계약)근로자보수,2022-07-05,"2022년 6월분 아동복지교사 인건비(국, 시비 재배정 및 구비) 지급(결재완료 후 e호조 등록","              60,000"
905,일반회계,가족정책과,불법촬영 시민감시단 운영,사무관리비,2022-07-05,2022년 6월 불법촬영 시민감시단 활동비 지급,"             600,000"
906,일반회계,가족정책과,동물보호사업 추진,시책추진업무추진비,2022-07-04,동물보호사업 추진 관련 간담회비 지급,"              44,000"
907,일반회계,가족정책과,동물보호사업 추진,시책추진업무추진비,2022-07-04,동물보호사업 추진 관련 간담회비 지급,"             179,000"
908,일반회계,가족정책과,기본경비,사무관리비,2022-07-04,2022. 6월분 여성정책팀 급량비 지급,"             624,000"
909,일반회계,가족정책과,기본경비,사무관리비,2022-07-04,프린터 정착기 교체비용 지급,"             220,000"
910,일반회계,가족정책과,여성친화도시 조성,사무관리비,2022-07-04,이말산 테마길 해설사 기가폰 구입비 지급,"             219,000"
911,일반회계,가족정책과,여성친화도시 조성,행사운영비,2022-07-04,2022. 6월 이말산 테마길 해설사 강사수당 지급,"             220,000"
912,일반회계,가족정책과,아동건전육성,사무관리비,2022-07-04,제37회 은평구 어린이 글짓기 그리기 대회 심사위원 수당 지급,"           1,220,000"
913,일반회계,가족정책과,여성능력개발 및 취업지원,시책추진업무추진비,2022-07-04,여성 일자리 협의체 상반기 정기회의 간담회비 지급,"              47,000"
914,일반회계,가족정책과,아동권리 아카데미 운영,행사실비지원금,2022-07-04,아동권리 강사양성 아카데미 운영 관련 행사실비지원금 지급,"              50,000"
915,일반회계,가족정책과,아동학대예방사업 추진,시책추진업무추진비,2022-07-04,아동학대예방 합동워크숍 간담회비 지급,"             245,000"
916,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-07-04,2022. 은평구아동복지심의위원회 제5차 사례결정위원회 다과비 지급,"              54,000"
917,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-07-04,물품구입비 지급,"              31,800"
918,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-07-04,보호대상아동 양육상황점검 다과비,"              24,000"
919,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-07-04,보호대상아동 양육상황점검 다과비,"              17,480"
920,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-07-04,보호대상아동 친부모 상담 소요비용 지급,"              13,100"
921,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-07-04,보호대상아동(학대피해아동) 원가정복귀 사례판단 간담회비 지급,"              27,000"
922,일반회계,가족정책과,결식아동급식지원,사회보장적수혜금,2022-07-01,2022. 7월 지역아동센터(28개소) 결식아동급식비 지급(행복e음 연계),"         125,188,560"
923,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 운영 지원,사무관리비,2022-07-01,2022. 6월 우리동네키움센터 임차료 지급,"           7,650,000"
924,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 운영 지원,민간위탁금,2022-07-01,2022. 3분기 우리동네키움센터 보조금(운영비) 지급,"          45,600,000"
925,일반회계,가족정책과,지역아동센터 및 신나는 애프터 지원,사회복지시설법정운영비보조,2022-06-29,2022. 6월 지역아동센터 종사자처우수당(구비100%) 지급,"          10,440,000"
926,일반회계,가족정책과,여성친화도시 조성,행사운영비,2022-06-28,이말산 테마길 해설사 구급약품 구입비 지급,"             -90,000"
927,일반회계,가족정책과,결식아동급식지원,사회보장적수혜금,2022-06-28,2022년 7월분 결식아동급식비(꿈나무카드 결제금) 지급,"         200,718,000"
928,일반회계,가족정책과,여성능력개발 및 취업지원,시책추진업무추진비,2022-06-28,여성 일자리 협의체 상반기 정기회의 간담회비 지급,"              15,300"
929,일반회계,가족정책과,아동학대예방사업 추진,행사운영비,2022-06-28,2022년 아동학대예방 합동워크숍 강사수당 지급,"             390,000"
930,일반회계,가족정책과,여성안전지원사업,시책추진업무추진비,2022-06-27,안심이 앱 개선 회의 관련 간담회비 지급,"              22,000"
931,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 운영 지원,시책추진업무추진비,2022-06-27,우리동네키움센터 운영 관련 간담회비 지급,"             200,000"
932,일반회계,가족정책과,아동학대예방사업 추진,행사운영비,2022-06-27,2022년 아동학대예방 워크숍 문구류 구입비 지급,"             135,000"
933,일반회계,가족정책과,아동학대예방사업 추진,행사운영비,2022-06-27,2022년 아동학대예방 워크숍 행사지원 직원 식사비 지급,"              80,000"
934,일반회계,가족정책과,아동학대예방사업 추진,행사운영비,2022-06-27,2022년 아동학대예방 합동워크숍 강사수당 지급,"             390,000"
935,일반회계,가족정책과,아동학대예방사업 추진,행사운영비,2022-06-27,2022년 아동학대예방 합동워크숍 행사지원 직원 식사비 지급,"              80,000"
936,일반회계,가족정책과,아동학대예방사업 추진,시책추진업무추진비,2022-06-27,2022년 아동학대예방 합동워크숍 다과비 지급,"             120,000"
937,일반회계,가족정책과,출산지원 사업 추진,사무관리비,2022-06-24,서울시 임산부 교통비 지원사업 홍보물 제작 구매비 지급,"           1,969,000"
938,일반회계,가족정책과,기본경비,사무관리비,2022-06-24,부서 환경정비를 위한 화분 구입비 지급,"             300,000"
939,일반회계,가족정책과,기본경비,부서운영업무추진비,2022-06-24,직원 격려 업무추진비 지급,"              75,000"
940,일반회계,가족정책과,여성친화도시 조성,사무관리비,2022-06-24,이말산 테마길 해설사 인솔용 깃발 구입비 지급,"              32,500"
941,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 운영 지원,사무관리비,2022-06-24,2022년 6월분 우리동네키움센터(은평12호점) 전기요금 납부,"              14,670"
942,일반회계,가족정책과,보호대상아동 지원,공공운영비,2022-06-24,2022. 6월 은평자준청 관리비(5월분) 지급,"              68,700"
943,일반회계,가족정책과,보호대상아동 지원,공공운영비,2022-06-24,2022. 6월 은평자준청 무인경비시스템비 지급,"              77,000"
944,일반회계,가족정책과,보호대상아동 지원,공공운영비,2022-06-24,2022. 6월 은평자준청 인터넷사용료(5월분) 지급,"              28,850"
945,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,공공운영비,2022-06-24,반려동물팀 차량 유류비 지급,"              68,100"
946,일반회계,가족정책과,동물보호사업 추진,사무관리비,2022-06-23,동물 보호 관련 현수막 제작 비용 지급,"             121,000"
947,일반회계,가족정책과,동물보호사업 추진,사무관리비,2022-06-23,반려동물과 함께 하는 영상공모전 홍보물 제작비 지급,"             484,000"
948,일반회계,가족정책과,동물보호사업 추진,시책추진업무추진비,2022-06-23,동물보호사업 추진 관련 간담회비 지급,"              58,000"
949,일반회계,가족정책과,출산지원 사업 추진,사회보장적수혜금,2022-06-23,5월 다자녀 출산용품교환권 대금 지급,"             750,000"
950,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 운영 지원,사무관리비,2022-06-23,2022년 6월분 우리동네키움센터(은평11호점) 전기요금 납부,"               4,000"
951,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 운영 지원,시책추진업무추진비,2022-06-23,우리동네키움센터 리모델링공사 관련 간담회비 지급,"              78,000"
952,일반회계,가족정책과,아동학대조사 추진,시책추진업무추진비,2022-06-23,2022. 제33차 아동보호팀 자체사례회의 다과비 지급,"              24,000"
953,일반회계,가족정책과,아동학대조사 추진,시책추진업무추진비,2022-06-23,아동학대 조사대상자 면담 소요비용 지급,"              13,500"
954,일반회계,가족정책과,보호대상아동 지원,사무관리비,2022-06-23,은평자준청 간판 공사비용 지출,"           1,980,000"
955,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-06-23,보호대상아동 식비 지급,"              53,000"
956,일반회계,가족정책과,아동권리 아카데미 운영,행사실비지원금,2022-06-22,아동권리 강사양성 아카데미 운영 관련 행사실비지원금 지급,"              40,000"
957,일반회계,가족정책과,아동학대조사 추진,사회보장적수혜금,2022-06-22,학대피해아동 의료비 지급,"              67,050"
958,일반회계,가족정책과,출산지원 사업 추진,사회보장적수혜금,2022-06-20,2022년 5월분 출산축하금 지급,"             300,000"
959,일반회계,가족정책과,출산지원 사업 추진,사회보장적수혜금,2022-06-20,5월 다자녀 출산용품교환권 구입 비용 지급,"           1,050,000"
960,일반회계,가족정책과,아동학대조사 추진,사무관리비,2022-06-20,2022. 5월 아동학대긴급전화 운영관련 당직수당 지급,"           1,860,000"
961,일반회계,가족정책과,아동학대조사 추진,공공운영비,2022-06-20,2022. 6월 아동학대조사 업무용 이동전화 사용료(5월분) 지급,"             174,460"
962,일반회계,가족정책과,보호대상아동 지원,공공운영비,2022-06-20,2022. 5월 보호종료아동 전환공간 무인경비시스템비 지급,"              77,000"
963,일반회계,가족정책과,보호대상아동 지원,사회보장적수혜금,2022-06-20,2022.보호종료(예정)아동 자격증 취득지원비 지급,"           1,180,000"
964,일반회계,가족정책과,보호대상아동 지원,사회보장적수혜금,2022-06-20,보호대상아동 의료비 지급,"              50,000"
965,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,사무관리비,2022-06-20,동물보호 업무용 행정차량 임차(조달구매),"             329,590"
966,일반회계,가족정책과,아동학대예방사업 추진,시책추진업무추진비,2022-06-17,2022년 6월 아동학대대응정보연계협의체 간담회 비용 지급,"             126,000"
967,일반회계,가족정책과,성숙한 반려문화 조성,시책추진업무추진비,2022-06-17,성숙한 반려문화 조성사업 관련 간담회비 지급,"              35,300"
968,일반회계,가족정책과,기본경비,사무관리비,2022-06-16,복합기 카피보드판넬 구입비용 지급,"              67,100"
969,일반회계,가족정책과,아동건전육성,시책추진업무추진비,2022-06-16,아동위원협의회 양육멘토링 사업 사전회의 간담회비 지급,"              61,000"
970,일반회계,가족정책과,아동학대조사 추진,사무관리비,2022-06-16,아동보호팀 공용차량 임차조달(2022년),"             465,000"
971,일반회계,가족정책과,보호대상아동 지원,사무관리비,2022-06-16,보호대상아동 사례회의 운영 사무용품 구입비 지급,"             120,000"
972,일반회계,가족정책과,보호대상아동 지원,공공운영비,2022-06-16,'22. 6월 아동보호조치 업무용 이동전화 사용료(5월분) 지급,"             132,000"
973,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-06-16,보호대상아동 면담관련 다과비 지급,"              14,500"
974,일반회계,가족정책과,보호대상아동 지원,시설비,2022-06-16,보호종료아동 전환공간 리모델링 공사 시행,"          35,893,000"
975,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,공공운영비,2022-06-16,2022년 6월 동물보호 업무용 이동전화 사용료(5월분) 지급,"              77,750"
976,일반회계,가족정책과,아동권리 아카데미 운영,행사실비지원금,2022-06-15,아동권리 강사양성 아카데미 운영 관련 행사실비지원금 지급,"              40,000"
977,일반회계,가족정책과,첫만남 이용권 지원,사회보장적수혜금,2022-06-15,2022년 첫만남이용권 사업 2차 예탁금 지급,"       1,621,583,000"
978,일반회계,가족정책과,아동권리 아카데미 운영,행사실비지원금,2022-06-14,아동권리 강사양성 아카데미 운영 관련 행사실비지원금 지급,"              40,000"
979,일반회계,가족정책과,동물보호사업 추진,시책추진업무추진비,2022-06-13,동물보호사업 추진 관련 간담회비 지급,"              37,000"
980,일반회계,가족정책과,동물보호사업 추진,민간위탁금,2022-06-13,2022년 5월 유기동물 보호관리 민간위탁비용 지급,"           6,994,000"
981,일반회계,가족정책과,기본경비,부서운영업무추진비,2022-06-13,부서 직원 노고 격려 간담회비 지급,"             110,000"
982,일반회계,가족정책과,기본경비,부서운영업무추진비,2022-06-13,직원 격려 간담회비 지급,"             163,000"
983,일반회계,가족정책과,주민대상 폭력예방 교육운영,시책추진업무추진비,2022-06-13,주민대상 폭력예방교육 운영 간담회비 지급,"              38,000"
984,일반회계,가족정책과,아동친화도시 조성,사무관리비,2022-06-13,2022년도 아동친화예산서 책자 제작비 지급,"           1,457,500"
985,일반회계,가족정책과,기본경비,사무관리비,2022-06-10,2022. 5월 반려동물팀 급량비 지급,"             360,000"
986,일반회계,가족정책과,기본경비,사무관리비,2022-06-10,2022. 5월분 가족정책팀 급량비 지급(수정),"             296,000"
987,일반회계,가족정책과,기본경비,사무관리비,2022-06-10,2022. 5월분 아동친화팀 급량비 지급,"             496,000"
988,일반회계,가족정책과,기본경비,사무관리비,2022-06-10,2022. 5월분 여성정책팀 급량비 지급,"             560,000"
989,일반회계,가족정책과,여성안전지원사업,기간제근로자등보수,2022-06-10,2022년 5월 안심이(CCTV 야간관제) 기간제근로자 급여 및 보험료 지출,"           4,931,630"
990,일반회계,가족정책과,여성친화도시 조성,행사운영비,2022-06-10,이말산 테마길 해설 프로그램 홍보물 제작비 지급,"             440,000"
991,일반회계,가족정책과,여성친화도시 조성,행사운영비,2022-06-10,이말산 테마길 해설사 구급약품 구입비 지급,"              90,000"
992,일반회계,가족정책과,임산부 및 영유아가정 아이맘택시 추진,민간위탁금,2022-06-10,아이맘택시 5월 택시운행서비스 정산금 지급,"           8,100,000"
993,일반회계,가족정책과,아동학대조사 추진,시책추진업무추진비,2022-06-10,아동학대 조사대상자 면담 소요비용 지급,"              30,200"
994,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,사무관리비,2022-06-10,동물 이동장 구입비 지급,"              45,500"
995,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,공공운영비,2022-06-10,반려동물팀 차량 유류비 지급,"              61,260"
996,일반회계,가족정책과,동물보호사업 추진,기타보상금,2022-06-09,2022년 5월분 공수의 업무수당 지급,"             315,000"
997,일반회계,가족정책과,동물보호사업 추진,사무관리비,2022-06-08,동물구조 비용 지급(2차),"             300,000"
998,일반회계,가족정책과,기본경비,사무관리비,2022-06-08,2022. 5월분 아동보호팀 급량비 지급,"           1,432,000"
999,일반회계,가족정책과,기본경비,부서운영업무추진비,2022-06-08,부서 직원 격려 업무추진비 지급,"              70,000"
1000,일반회계,가족정책과,여성친화도시 조성,행사운영비,2022-06-08,2022. 성평등마을지기 양성과정 강사수당 및 원고료 지급,"           1,792,000"
1001,일반회계,가족정책과,아동권리 아카데미 운영,사무관리비,2022-06-08,아동권리 강사양성 아카데미 업무 추진 사무용품 구입비 지급,"             150,000"
1002,일반회계,가족정책과,우리동네키움센터(다함께돌봄) 운영 지원,시책추진업무추진비,2022-06-08,우리동네키움센터 리모델링 공사 관련 다과비 지급,"              22,500"
1003,일반회계,가족정책과,보호대상아동 지원,시책추진업무추진비,2022-06-08,보호대상아동 양육상황점검 물품구입비 지급,"              22,750"
1004,일반회계,가족정책과,임산부 및 영유아가정 아이맘택시 추진,민간위탁금,2022-06-07,2022년 아이맘택시 사업추진 용역,"          26,856,000"
1005,일반회계,가족정책과,야생견 없는 안전한 은평 만들기,기간제근로자등보수,2022-06-07,2022년 5월 동물보호 현장출동반 기간제근로자 급여 및 보험료 지급,"           4,956,860"
1006,일반회계,가족정책과,1인가구 청정 홈 케어사업,시책추진업무추진비,2022-06-07,1인가구 청정 홈 케어사업 관련 간담회비 지급,"              14,000"
